Timestamp,Age,Gender,Country,family_history,treatment,no_employees,remote_work,tech_company,care_options,leave,mental_health_consequence,phys_health_consequence,mental_vs_physical,obs_consequence
2014-08-27 12:16:00,24,Male,United States,Yes,No,26-100,No,Yes,Not sure,Somewhat easy,Maybe,Maybe,Don't know,No
2014-08-27 12:17:00,31,Male,Mexico,Yes,Yes,Jun-25,No,Yes,No,Don't know,No,No,No,No
2014-08-27 12:18:00,33,Male,United States,No,Yes,Jun-25,No,Yes,Yes,Somewhat easy,Maybe,No,No,No
2014-08-27 12:18:00,30,Male,United States,No,Yes,01-May,No,Yes,Yes,Somewhat easy,No,No,Yes,No
2014-08-27 12:18:00,26,Female,Canada,Yes,Yes,26-100,No,No,Yes,Very difficult,Yes,No,No,Yes
2014-08-27 12:18:00,44,Female,United States,No,No,100-500,No,Yes,Not sure,Don't know,Maybe,Maybe,Don't know,No
2014-08-27 12:19:00,25,Male,United States,Yes,No,26-100,No,Yes,No,Very easy,No,No,Don't know,No
2014-08-27 12:20:00,33,Male,United States,Yes,Yes,26-100,Yes,Yes,Yes,Somewhat easy,No,No,Yes,No
2014-08-27 12:22:00,29,Male,United States,No,No,More than 1000,No,Yes,Not sure,Somewhat easy,No,No,Don't know,No
2014-08-27 12:23:00,35,Male,United States,Yes,No,Jun-25,No,Yes,Not sure,Somewhat easy,No,No,Don't know,No
2014-08-27 12:23:00,35,Male,United States,Yes,Yes,26-100,Yes,Yes,Not sure,Somewhat easy,No,No,No,No
2014-08-27 12:25:00,28,Male,Brazil,Yes,Yes,Jun-25,No,Yes,No,Don't know,Maybe,No,Don't know,Yes
2014-08-27 12:28:00,34,Male,United States,Yes,No,Jun-25,Yes,Yes,No,Don't know,Maybe,No,Don't know,No
2014-08-27 12:28:00,32,Male,United States,No,Yes,26-100,No,Yes,No,Somewhat difficult,Maybe,No,Yes,No
2014-08-27 12:29:00,22,Male,United States,No,Yes,500-1000,No,Yes,Yes,Don't know,Yes,No,No,No
2014-08-27 12:31:00,28,Male,United States,No,Yes,26-100,No,Yes,Yes,Somewhat easy,No,No,Yes,No
2014-08-27 12:31:00,45,Male,United States,Yes,Yes,Jun-25,Yes,Yes,Yes,Very easy,No,No,Yes,No
2014-08-27 12:31:00,32,Male,United States,No,No,100-500,No,Yes,Yes,Don't know,Maybe,No,Don't know,No
2014-08-27 12:31:00,28,Male,United States,No,No,More than 1000,No,Yes,No,Don't know,Maybe,No,Don't know,No
2014-08-27 12:31:00,26,Male,United Kingdom,No,No,Jun-25,No,Yes,No,Very easy,No,No,Don't know,Yes
2014-08-27 12:31:00,21,Male,United Kingdom,No,No,01-May,Yes,No,Yes,Very difficult,Yes,No,No,No
2014-08-27 12:31:00,27,Male,Canada,No,No,Jun-25,No,No,Yes,Very easy,Maybe,No,Don't know,No
2014-08-27 12:31:00,18,Male,United States,No,Yes,01-May,Yes,Yes,No,Very easy,No,No,Don't know,No
2014-08-27 12:32:00,35,Male,United States,No,No,26-100,Yes,Yes,Not sure,Don't know,No,No,Don't know,No
2014-08-27 12:32:00,29,Male,United States,No,No,More than 1000,No,Yes,Yes,Don't know,Yes,Yes,Don't know,No
2014-08-27 12:33:00,25,Male,United States,No,No,26-100,Yes,Yes,No,Very easy,No,No,Don't know,No
2014-08-27 12:33:00,33,Male,United States,Yes,Yes,Jun-25,Yes,Yes,No,Very easy,No,No,Yes,No
2014-08-27 12:33:00,36,Male,United States,No,No,Jun-25,No,Yes,No,Don't know,Maybe,No,Don't know,No
2014-08-27 12:33:00,27,Male,Canada,No,Yes,100-500,No,No,Not sure,Very difficult,Maybe,No,No,Yes
2014-08-27 12:34:00,27,Male,United States,Yes,No,500-1000,No,Yes,No,Don't know,Yes,No,Don't know,No
2014-08-27 12:34:00,27,Male,United Kingdom,No,No,Jun-25,No,Yes,No,Don't know,No,No,Don't know,No
2014-08-27 12:34:00,32,Male,United States,No,Yes,100-500,No,Yes,Yes,Don't know,Yes,No,Don't know,No
2014-08-27 12:34:00,31,Male,United Kingdom,Yes,No,Jun-25,No,Yes,No,Somewhat easy,Maybe,Maybe,Yes,No
2014-08-27 12:34:00,19,Male,Slovenia,No,Yes,Jun-25,No,Yes,No,Somewhat easy,Yes,Yes,Don't know,No
2014-08-27 12:34:00,33,Male,United States,Yes,Yes,More than 1000,No,Yes,Yes,Very easy,Maybe,No,No,No
2014-08-27 12:35:00,32,Male,United States,No,No,01-May,Yes,Yes,Yes,Very difficult,Maybe,No,Don't know,No
2014-08-27 12:36:00,27,Male,United States,No,No,26-100,No,Yes,Not sure,Don't know,No,No,Don't know,No
2014-08-27 12:36:00,38,Male,Costa Rica,No,No,26-100,Yes,Yes,Yes,Somewhat easy,No,No,No,No
2014-08-27 12:36:00,24,Male,Canada,No,Yes,26-100,No,Yes,No,Don't know,No,No,Don't know,No
2014-08-27 12:37:00,39,Male,United Kingdom,No,No,26-100,No,No,No,Don't know,Yes,Maybe,Don't know,No
2014-08-27 12:37:00,28,Male,United Kingdom,No,No,Jun-25,No,Yes,No,Very easy,No,No,Yes,No
2014-08-27 12:37:00,39,Male,United States,No,Yes,More than 1000,No,Yes,Not sure,Somewhat easy,No,No,Don't know,No
2014-08-27 12:37:00,29,Female,United States,No,No,Jun-25,No,Yes,No,Somewhat easy,Maybe,No,Don't know,No
2014-08-27 12:37:00,22,Male,Austria,No,No,Jun-25,Yes,Yes,No,Somewhat easy,No,No,Don't know,No
2014-08-27 12:38:00,38,Male,United States,Yes,Yes,100-500,No,Yes,No,Don't know,Maybe,No,Don't know,No
2014-08-27 12:38:00,37,Male,United Kingdom,No,Yes,More than 1000,No,No,Yes,Very difficult,Yes,Yes,Yes,No
2014-08-27 12:38:00,35,Male,United States,No,No,26-100,Yes,No,Not sure,Don't know,Yes,No,Don't know,No
2014-08-27 12:39:00,30,Female,United States,Yes,No,More than 1000,Yes,Yes,Not sure,Don't know,Maybe,Maybe,Don't know,No
2014-08-27 12:39:00,37,Male,United States,Yes,Yes,100-500,No,No,Yes,Somewhat easy,Maybe,Maybe,Don't know,No
2014-08-27 12:39:00,24,Male,United Kingdom,No,No,Jun-25,No,Yes,No,Don't know,Maybe,Maybe,Don't know,No
2014-08-27 12:39:00,23,Male,United States,No,No,Jun-25,No,No,No,Somewhat easy,Yes,Yes,No,No
2014-08-27 12:40:00,30,Male,Ireland,No,Yes,100-500,No,Yes,Yes,Somewhat easy,Yes,No,No,Yes
2014-08-27 12:40:00,29,Female,United States,No,No,100-500,Yes,Yes,Not sure,Don't know,Maybe,No,Don't know,No
2014-08-27 12:40:00,19,Male,Canada,Yes,No,01-May,Yes,Yes,Not sure,Somewhat easy,Maybe,No,Don't know,No
2014-08-27 12:40:00,32,Male,United States,Yes,No,26-100,No,Yes,Not sure,Very easy,No,No,No,No
2014-08-27 12:41:00,28,Male,Poland,No,No,Jun-25,Yes,Yes,No,Don't know,No,No,Yes,No
2014-08-27 12:41:00,36,Male,United States,No,No,Jun-25,No,Yes,Not sure,Don't know,No,No,Don't know,No
2014-08-27 12:41:00,37,Male,United Kingdom,Yes,Yes,More than 1000,No,No,Yes,Somewhat difficult,Yes,Maybe,No,Yes
2014-08-27 12:42:00,25,Male,United States,Yes,Yes,26-100,No,No,No,Somewhat difficult,Maybe,No,No,No
2014-08-27 12:42:00,27,Male,United States,Yes,Yes,More than 1000,No,Yes,No,Don't know,No,No,Don't know,No
2014-08-27 12:43:00,26,Male,United States,No,No,26-100,No,No,Not sure,Don't know,Yes,Maybe,No,No
2014-08-27 12:43:00,27,Male,United States,No,Yes,26-100,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Don't know,Yes
2014-08-27 12:43:00,25,Male,United States,Yes,Yes,26-100,No,Yes,Not sure,Very easy,Maybe,No,Don't know,Yes
2014-08-27 12:43:00,36,Male,United Kingdom,No,Yes,More than 1000,No,No,Yes,Somewhat easy,Maybe,Maybe,Don't know,Yes
2014-08-27 12:44:00,25,Female,United States,Yes,Yes,500-1000,No,Yes,No,Don't know,Yes,Yes,Don't know,No
2014-08-27 12:44:00,31,Male,United States,No,No,More than 1000,No,Yes,No,Don't know,No,No,Don't know,No
2014-08-27 12:45:00,26,Male,United States,Yes,No,Jun-25,No,Yes,No,Don't know,Maybe,No,Don't know,No
2014-08-27 12:46:00,33,Female,United States,Yes,Yes,01-May,No,Yes,Yes,Very difficult,No,No,Yes,No
2014-08-27 12:47:00,27,Female,United Kingdom,Yes,No,01-May,Yes,Yes,Yes,Somewhat easy,No,No,Yes,No
2014-08-27 12:48:00,34,Male,United States,No,No,26-100,No,Yes,No,Very easy,Maybe,No,Don't know,No
2014-08-27 12:48:00,42,Male,United States,No,No,Jun-25,No,Yes,Yes,Very difficult,Maybe,No,No,No
2014-08-27 12:48:00,23,Male,Ireland,Yes,No,01-May,No,Yes,No,Very difficult,Yes,No,No,No
2014-08-27 12:48:00,24,Male,United Kingdom,No,No,100-500,No,Yes,Not sure,Very easy,Maybe,Maybe,Don't know,No
2014-08-27 12:48:00,26,Male,United Kingdom,No,Yes,More than 1000,No,Yes,Yes,Somewhat easy,No,No,Don't know,No
2014-08-27 12:48:00,31,Male,United Kingdom,No,Yes,Jun-25,No,Yes,No,Don't know,Maybe,No,Don't know,No
2014-08-27 12:49:00,22,Male,India,No,Yes,More than 1000,No,Yes,Not sure,Very difficult,Yes,Maybe,No,No
2014-08-27 12:49:00,23,Female,United States,No,No,Jun-25,No,Yes,No,Don't know,Maybe,Maybe,Yes,No
2014-08-27 12:49:00,34,Female,Canada,Yes,Yes,More than 1000,No,No,Yes,Somewhat easy,No,No,No,No
2014-08-27 12:49:00,31,Male,United States,No,No,26-100,No,Yes,Not sure,Don't know,Maybe,No,Don't know,No
2014-08-27 12:50:00,28,Male,United Kingdom,No,No,100-500,No,No,Not sure,Somewhat easy,No,No,Yes,No
2014-08-27 12:50:00,32,Female,United States,No,Yes,Jun-25,Yes,Yes,Not sure,Very easy,No,No,Yes,Yes
2014-08-27 12:51:00,45,Female,United States,No,Yes,01-May,No,Yes,No,Somewhat difficult,No,No,Yes,No
2014-08-27 12:51:00,33,Male,United States,No,No,Jun-25,Yes,Yes,No,Very easy,No,No,Don't know,No
2014-08-27 12:51:00,29,Male,Mexico,No,No,Jun-25,Yes,Yes,No,Don't know,Maybe,Maybe,No,No
2014-08-27 12:51:00,26,Female,India,No,No,Jun-25,No,No,No,Somewhat easy,Maybe,Maybe,Don't know,No
2014-08-27 12:51:00,28,Female,United Kingdom,No,No,26-100,No,Yes,No,Somewhat easy,No,No,Don't know,No
2014-08-27 12:51:00,45,Male,United States,No,Yes,More than 1000,No,Yes,Not sure,Don't know,Yes,Yes,Don't know,No
2014-08-27 12:52:00,43,Male,United States,Yes,Yes,More than 1000,Yes,Yes,Not sure,Very difficult,Yes,Maybe,No,No
2014-08-27 12:52:00,37,Male,United States,No,No,500-1000,Yes,Yes,No,Don't know,Yes,No,No,No
2014-08-27 12:52:00,24,Male,United Kingdom,No,No,Jun-25,No,Yes,No,Somewhat easy,Maybe,No,Yes,No
2014-08-27 12:53:00,26,Male,France,No,No,Jun-25,Yes,Yes,Yes,Somewhat easy,No,No,Yes,No
2014-08-27 12:53:00,23,Male,United Kingdom,Yes,No,01-May,Yes,Yes,No,Don't know,No,No,Don't know,No
2014-08-27 12:53:00,35,Female,United States,Yes,Yes,More than 1000,No,Yes,Not sure,Somewhat easy,Maybe,No,Don't know,No
2014-08-27 12:53:00,38,Female,South Africa,Yes,Yes,01-May,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Don't know,Yes
2014-08-27 12:53:00,28,Male,United States,Yes,Yes,26-100,No,Yes,No,Somewhat easy,Maybe,Maybe,No,No
2014-08-27 12:54:00,28,Male,Russia,No,No,26-100,No,Yes,No,Don't know,Yes,Maybe,Don't know,No
2014-08-27 12:54:00,35,Male,United States,No,Yes,Jun-25,No,Yes,No,Don't know,No,No,Don't know,No
2014-08-27 12:54:00,32,Female,Germany,No,No,100-500,No,Yes,No,Very difficult,Yes,Yes,No,Yes
2014-08-27 12:55:00,35,Female,United States,No,No,500-1000,Yes,Yes,Not sure,Don't know,Maybe,Maybe,Don't know,No
2014-08-27 12:55:00,26,Male,United States,No,No,More than 1000,No,Yes,No,Somewhat easy,No,No,No,No
2014-08-27 12:56:00,27,Male,United States,Yes,No,Jun-25,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,No
2014-08-27 12:56:00,28,Male,United Kingdom,Yes,Yes,More than 1000,No,Yes,No,Don't know,Maybe,Maybe,Don't know,No
2014-08-27 12:57:00,27,Female,United States,Yes,Yes,26-100,No,Yes,No,Very easy,No,No,Yes,No
2014-08-27 12:57:00,34,Female,United States,No,Yes,500-1000,No,No,Yes,Somewhat easy,Maybe,No,Yes,No
2014-08-27 12:58:00,41,Male,United States,No,Yes,Jun-25,Yes,Yes,Not sure,Very difficult,Maybe,Maybe,Don't know,No
2014-08-27 12:58:00,37,Male,Ireland,No,No,01-May,No,Yes,Yes,Very difficult,Yes,No,Don't know,No
2014-08-27 13:00:00,34,Male,Austria,Yes,No,100-500,Yes,Yes,No,Very easy,No,No,Yes,No
2014-08-27 13:02:00,32,Male,United Kingdom,Yes,Yes,100-500,Yes,Yes,Not sure,Somewhat difficult,Yes,Maybe,No,Yes
2014-08-27 13:03:00,21,Male,Canada,No,Yes,Jun-25,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,No
2014-08-27 13:04:00,30,Male,United States,No,Yes,26-100,No,Yes,Yes,Somewhat easy,Maybe,No,Don't know,No
2014-08-27 13:04:00,24,Male,United States,No,No,26-100,No,Yes,Not sure,Don't know,No,No,Don't know,No
2014-08-27 13:05:00,26,Male,Bulgaria,No,No,100-500,No,Yes,No,Very easy,Yes,Maybe,Don't know,No
2014-08-27 13:06:00,40,Female,United States,No,No,26-100,No,Yes,Yes,Somewhat easy,No,No,Yes,No
2014-08-27 13:06:00,37,Male,United Kingdom,Yes,No,26-100,No,No,No,Don't know,Yes,Maybe,Don't know,No
2014-08-27 13:07:00,26,Male,United Kingdom,No,Yes,01-May,Yes,Yes,No,Don't know,Yes,No,Don't know,No
2014-08-27 13:07:00,32,Female,United States,Yes,Yes,Jun-25,No,Yes,No,Don't know,Yes,Maybe,No,Yes
2014-08-27 13:07:00,32,Female,United States,No,Yes,100-500,No,No,Yes,Very easy,No,No,Yes,No
2014-08-27 13:07:00,27,Female,United States,Yes,Yes,01-May,Yes,Yes,No,Very difficult,No,No,Don't know,No
2014-08-27 13:08:00,30,Male,Germany,No,Yes,Jun-25,Yes,Yes,Yes,Very difficult,No,No,Yes,No
2014-08-27 13:09:00,31,Male,Canada,No,No,Jun-25,No,Yes,Yes,Very easy,No,No,Yes,No
2014-08-27 13:09:00,29,Female,United States,No,Yes,500-1000,No,No,No,Somewhat difficult,Maybe,No,Don't know,No
2014-08-27 13:12:00,34,Female,United States,No,No,Jun-25,No,Yes,No,Somewhat easy,No,No,Yes,No
2014-08-27 13:12:00,33,Male,United Kingdom,No,No,26-100,No,Yes,No,Don't know,No,No,Don't know,No
2014-08-27 13:14:00,28,Male,United States,No,No,Jun-25,No,Yes,No,Don't know,No,No,Don't know,No
2014-08-27 13:15:00,28,Male,United States,No,Yes,More than 1000,No,Yes,Yes,Very difficult,Yes,No,No,No
2014-08-27 13:15:00,23,Male,United States,No,No,26-100,No,Yes,Not sure,Don't know,No,No,Yes,No
2014-08-27 13:18:00,24,Male,United States,No,No,01-May,No,Yes,No,Very easy,No,No,Yes,No
2014-08-27 13:18:00,32,Male,United States,No,No,01-May,Yes,Yes,Yes,Very difficult,No,No,Yes,No
2014-08-27 13:19:00,34,Male,Australia,No,No,01-May,Yes,Yes,Not sure,Somewhat difficult,Yes,Yes,Yes,No
2014-08-27 13:21:00,24,Male,United States,No,No,Jun-25,No,Yes,Not sure,Very easy,Maybe,No,Yes,No
2014-08-27 13:22:00,26,Male,United Kingdom,No,Yes,01-May,No,Yes,Yes,Don't know,Maybe,No,Yes,No
2014-08-27 13:22:00,36,Male,United States,No,Yes,26-100,No,Yes,No,Don't know,Maybe,No,Don't know,Yes
2014-08-27 13:23:00,41,Male,United States,No,Yes,500-1000,Yes,Yes,Yes,Don't know,Maybe,Maybe,No,No
2014-08-27 13:24:00,38,Male,United Kingdom,No,Yes,More than 1000,No,No,Not sure,Very difficult,Yes,No,No,No
2014-08-27 13:24:00,38,Male,United States,No,No,26-100,Yes,Yes,Not sure,Don't know,Maybe,Maybe,No,No
2014-08-27 13:26:00,30,Male,Netherlands,No,No,26-100,No,Yes,No,Somewhat easy,No,No,Yes,No
